#{"t_start": 1733438642.8664284, "env_id": "None"}
r,l,t
-461.75824,6,708.669747
-358.466194,12,708.99011
-380.003468,11,709.312326
-473.489252,11,709.597496
-149.763785,9,709.852133
-494.898955,4,709.954673
-485.653264,6,710.112496
-447.879823,7,710.286182
-500.0,1,710.313653
-484.639724,11,710.591313
-433.828409,12,710.878628
-257.683588,6,711.059752
-458.140709,9,711.312161
-481.322357,3,711.401222
-500.0,1,711.440286
-426.4798,8,711.670387
-469.840559,6,711.885308
-494.019205,7,712.087115
-467.204745,5,712.229266
-483.577643,3,712.308636
-350.649978,7,712.520737
-497.759165,2,712.586477
-493.514,4,712.706506
-493.534192,7,712.909479
-470.161674,8,713.145715
-478.780182,5,713.329276
-77.450777,8,713.747349
-467.197188,8,714.115767
-487.235515,2,714.170801
-436.773724,12,714.58186
-458.390239,9,714.842693
-464.938882,5,715.079922
-462.717538,16,715.458713
-465.660072,7,715.69297
-452.505849,7,715.871263
-428.803695,6,716.023464
-483.349577,5,716.179927
-455.87116,7,716.758984
-49.919158,11,718.156198
-494.276674,6,719.19123
-500.0,1,719.336656
-462.09454,7,719.736491
-500.0,1,719.820758
-487.352378,5,719.963489
-499.341713,2,720.077528
-500.0,1,720.104145
-420.087862,9,720.346157
-462.091577,7,720.530981
-414.600666,5,720.703687
-481.897181,4,720.808707
-490.917571,7,720.987671
-455.25882,6,721.159213
-439.289401,11,721.461898
-411.38812,12,721.762086
-499.50047,2,721.867254
-489.751819,6,722.226772
-483.727968,4,722.347506
-328.215215,8,723.304709
-394.405187,10,723.747739
-468.688553,7,723.940563
-490.810353,7,724.15703
-483.480148,4,724.256303
-422.873237,8,724.488044
-446.934278,7,725.041368
-337.892076,9,725.658568
-489.990259,9,726.268599
-490.466923,2,726.3203
-453.017713,8,726.521488
-468.022329,8,726.84341
-356.587765,10,727.345748
-475.180828,10,727.980933
-467.129271,5,728.186036
-498.925877,4,728.287497
-393.822918,9,728.643597
-492.950519,7,728.836065
-462.833341,5,729.032898
-465.69971,5,729.173074
-471.744606,8,729.455212
12566.410749,7,729.930939
-383.175608,10,732.034206
1741.286269,4,732.499478
-208.431732,11,735.671253
-424.251593,9,738.1222
-172.55396,9,740.538593
-268.180512,6,742.223347
-398.735073,8,744.474931
-484.959117,4,745.607835
-411.154127,10,748.165326
-479.942093,7,750.023105
-486.959943,10,752.486426
-488.62651,6,754.0241
-497.059658,4,755.121307
-404.806535,11,758.130001
-495.776328,3,758.800074
-426.830072,8,760.90306
-469.331769,11,763.353481
-433.934748,5,764.651533
-372.525378,6,765.449406
-478.625065,13,766.366146
-489.55981,3,766.443878
-457.13556,8,766.771629
-478.406977,10,767.270268
-481.076682,9,767.524666
-417.823683,5,767.675759
-395.273357,13,768.134104
-499.082037,3,768.412419
-481.595971,10,768.846344
-478.623813,5,768.973849
-450.45493,11,769.27183
-493.316012,8,769.485954
-473.112394,6,769.637459
-465.324816,5,769.826573
-493.689244,4,769.961525
-463.357392,8,770.161181
-492.193368,4,770.264143
-309.008072,11,770.56782
-500.0,1,770.593806
-499.677454,2,770.645643
-489.342407,4,770.749014
-484.277525,12,771.031215
29709.165099,9,771.26659
-491.331145,8,771.463495
-476.264374,6,771.616768
-489.955402,6,771.872955
-452.851349,7,772.045544
-367.165542,12,772.331415
-447.205777,10,772.621716
-499.525405,2,772.673219
-428.289315,8,772.866704
-294.676569,9,773.12571
-499.805014,2,773.179099
-500.0,1,773.205129
-174.959693,10,773.445502
-203.267957,11,773.731234
-359.214729,8,773.9371
-488.750661,7,774.112161
-332.054697,7,774.365381
-436.991808,12,774.885376
-393.973898,13,776.274392
-497.890358,5,776.438625
209.922317,10,776.896201
-466.590216,8,777.221667
-455.729383,4,777.450566
-482.269233,13,777.847087
-491.26552,8,778.076015
-500.0,1,778.102255
-500.0,1,778.127728
-480.484762,10,778.511915
-497.709811,4,778.626105
-480.320198,7,778.83245
-499.315969,2,778.886234
-497.177055,2,778.965662
-481.597297,4,779.073861
-400.158268,10,779.376403
630.784449,12,780.457673
-420.630541,11,780.846298
-500.0,1,780.939778
-499.426735,2,781.185565
-468.355434,9,781.870514
-476.752684,5,782.171471
-468.339922,7,782.356028
-491.356272,3,782.432313
-494.138595,4,782.844625
-481.328888,6,782.992963
-448.839022,4,783.215208
-485.707122,3,783.291215
-446.076938,6,783.43989
-461.277281,10,784.172998
-355.952975,12,784.662832
-482.522191,10,785.120425
-497.258868,4,785.263149
-483.373583,12,786.829605
-96.038886,13,788.101748
-497.792173,4,788.241667
-493.973318,6,788.614192
-497.323261,4,788.86858
-497.81219,4,789.180247
-416.186851,7,789.513085
-482.053307,5,789.643632
-402.681694,3,789.726565
-474.571777,14,790.101932
-415.312256,7,790.286182
-473.397205,10,790.533165
-493.744634,7,790.712872
-480.2219,6,790.921316
-498.75076,3,791.048379
-218.302233,14,791.865008
-432.377144,8,792.153282
-478.04239,6,792.339906
-499.454046,3,792.416512
-491.773033,3,792.493406
-499.216815,3,792.569453
-489.321071,5,792.726856
-327.746077,8,792.947249
-474.699933,9,793.162639
-497.807282,4,793.262992
-484.688812,4,793.363135
580.587143,6,793.581738
-401.335939,6,793.741761
-460.693796,6,793.958817
-436.030874,7,794.176564
-396.716199,12,794.634163
-492.728288,4,794.805952
-495.884063,3,794.948435
6937.120056,7,795.212862
-337.10957,12,795.602053
-484.285347,5,795.758647
-423.045425,11,797.513489
-451.197229,10,798.803004
-498.48983,3,799.020318
-483.302616,4,799.155196
-272.190482,8,799.723563
-483.117372,5,800.28488
-479.314377,3,800.495744
-491.66063,10,801.290663
-499.627319,2,801.403855
-475.928032,15,802.173406
-312.572186,6,802.398317
-393.621538,5,802.632674
-472.865791,6,802.880247
-494.848061,6,803.116388
-500.0,1,803.163742
-218.153027,8,803.508173
-489.8636,8,803.809184
-272.865226,10,804.255818
-447.295796,8,804.54
-460.33751,9,804.884225
-469.368209,9,805.212643
-478.964897,11,805.622765
-497.549684,4,805.778931
-498.87503,2,805.859062
-499.620802,2,805.938895
-497.798201,4,806.143838
-498.302381,2,806.222662
-482.604457,8,806.522849
-485.838926,14,807.016439
-488.843965,3,807.140424
-490.455709,4,807.366722
-490.114907,3,807.477883
-418.352715,9,807.792292
-495.05365,6,808.097373
-494.278722,3,808.213225
-353.370601,11,808.616287
-495.402003,4,808.794828
-473.834298,7,809.048963
-446.674776,9,811.312518
-481.669518,6,811.545928
-430.915439,8,811.83252
-499.053846,2,811.913695
-497.081167,4,812.077908
-486.159394,11,812.594646
-362.177894,8,812.884202
-443.066151,8,813.191082
-500.0,1,813.250556
-484.349867,9,813.609658
-479.297295,6,813.841526
-487.561808,5,814.055408
-432.070601,6,814.204658
-482.804058,8,814.399486
-483.902288,6,814.606336
-470.514071,5,814.744087
-497.370549,6,814.901583
-489.823966,3,814.982363
-489.117748,7,815.183261
-462.297919,5,815.325821
-495.39015,3,815.40337
-488.528143,3,815.478793
-497.228425,5,815.60423
-498.827905,3,815.688113
-498.887132,3,815.772629
-451.988331,4,816.199959
-413.458375,9,817.319152
-339.478188,7,817.525659
-467.157749,6,817.687235
-459.257667,9,817.921403
-500.0,1,817.948478
-487.743436,9,818.180027
-487.753314,5,818.314018
-499.544944,2,818.393261
-492.243214,7,818.63615
-451.281215,17,819.040879
-393.553613,7,819.262864
-481.444011,11,819.563805
-486.552623,9,819.824784
-289.65454,11,820.114732
-284.055544,6,820.292185
-492.42162,3,820.402861
-371.292041,5,820.563893
-368.668496,5,820.70228
-500.0,1,820.729121
-390.129032,11,821.012247
-126.564858,12,821.322277
-484.647035,6,821.471855
-487.707906,3,821.548892
195.826801,11,821.825863
-461.757196,6,821.981453
-492.494644,4,822.084832
-483.418885,10,822.393032
-452.574701,11,823.892637
-488.768903,4,823.993762
-428.326623,8,824.22535
-490.558222,5,825.009936
-243.492054,8,825.498956
-480.370775,9,826.578547
-494.487347,6,828.003596
-485.831047,7,828.339077
-459.064939,13,828.76467
-410.066909,10,829.073937
985.080248,10,829.373554
-487.970004,9,829.655181
-479.537771,4,829.775424
-474.445767,5,829.928425
-484.88607,10,830.234111
-448.371503,11,830.54036
-495.952814,3,830.64414
-498.403397,4,830.881557
-498.491389,2,830.967346
-342.696605,11,831.414148
-399.377828,12,831.926518
-485.583108,9,832.285227
-309.068509,10,832.728111
-489.547366,3,832.887941
-499.817249,2,832.959046
-280.477993,7,833.238612
-442.555896,4,833.480964
-213.624295,11,834.451929
-494.297786,5,834.946977
-490.787163,5,835.460549
-489.245382,9,835.701659
-500.0,1,835.72989
-456.091342,7,836.043208
-457.431807,8,836.436153
-497.401643,4,836.541384
-445.217322,10,837.65401
1148.66803,11,838.751073
-486.308329,6,839.214737
-495.884899,6,839.364522
-459.976339,12,839.803717
-462.101508,8,840.036651
-444.845446,5,840.158534
-450.434597,7,840.434875
-488.790453,2,840.48509
-479.464972,8,840.714453
-478.61201,6,840.92288
-495.788968,2,841.255254
-500.0,1,841.281444
6714.691867,10,841.552131
-495.79178,2,841.603476
-495.793619,3,841.679913
-499.390046,2,841.764431
-226.519684,8,841.965078
-486.703621,13,842.603739
-496.499103,4,842.71332
-454.891638,5,842.849154
-490.634655,9,843.50008
-362.423027,10,845.042022
-422.659361,8,846.126148
-491.407991,7,847.5992
-288.884153,11,848.337939
-482.425912,6,848.635962
-455.691279,8,848.876499
-474.991481,10,849.116961
-497.699653,2,849.167665
-478.933396,6,849.55778
-495.426878,7,849.726185
-198.548181,10,849.962725
-381.876646,12,850.265208
-497.200913,6,850.422909
-430.687561,7,850.594406
-447.297422,7,850.768432
-474.120666,6,850.92784
-498.185349,2,850.981705
-498.886979,3,851.070196
-498.068074,3,851.14981
-497.885166,2,851.203037
-499.287952,2,851.256605
-476.207834,5,851.462612
-405.333817,4,851.595864
-451.569434,6,851.787024
-477.319572,14,852.152172
-474.983141,6,852.36676
-498.416479,3,852.480489
-51.341455,12,852.859753
-500.0,1,852.885427
-470.371956,5,853.012175
144.722027,8,853.259789
-499.100717,2,853.333162
-484.652448,11,853.641796
-391.2742,7,853.814977
-487.988448,10,854.090975
-468.092267,4,854.267102
-480.092319,4,854.396379
-454.763123,11,855.183358
-490.228921,8,855.597846
-435.045057,9,855.982533
-412.758196,11,856.54623
-490.950152,10,856.943772
-493.936627,2,856.994953
-483.069737,7,857.307056
-495.337155,4,857.479812
-485.727877,5,857.630544
-434.950022,9,857.884693
-424.411071,11,858.278026
-479.138653,7,858.538031
-424.725203,8,858.870746
-488.558409,8,859.06409
-480.535937,10,859.380284
-446.090189,8,859.601626
-472.429599,5,859.765688
-441.644187,13,860.144164
-465.52268,9,860.38345
-455.759465,9,861.374628
-425.107407,4,861.939891
2199.994606,14,863.278841
-499.56023,2,863.335519
-388.99437,9,863.782051
-495.42103,4,863.883408
-412.82755,6,864.033138
-500.0,1,864.059163
-230.451479,8,864.254462
-270.816139,9,864.555828
-338.649416,9,864.806214
-491.195887,6,865.039346
-390.581097,16,865.804783
-424.172033,7,866.423302
-428.880223,8,866.708501
-497.35369,3,866.828034
-464.52981,7,867.204089
-477.937596,6,867.468257
-499.759058,2,867.584493
-440.500063,11,867.97593
-497.350383,2,868.059257
-432.795074,13,868.552521
-499.740832,2,868.639068
-436.028299,6,868.898398
-478.374878,12,869.720281
-364.277196,10,870.155842
-486.151095,5,870.508873
-487.1282,9,871.162553
-479.435767,7,871.55191
-499.685797,2,871.602625
-482.969494,9,871.86645
-484.524105,9,872.196134
-445.048872,7,872.377725
-334.355869,11,872.858868
-476.441621,11,873.113421
-495.125113,3,873.187687
-446.329004,8,873.617864
-496.285886,5,873.815148
-211.052626,13,874.345211
-430.539267,9,874.630882
-443.69848,6,875.592724
-480.485562,6,876.830801
-1095001.334745,8,878.418938
-497.568542,4,879.55433
-193.09038,8,881.530795
-498.749005,3,882.244102
-435.864673,6,883.042158
-492.359859,3,883.201546
-488.767063,2,883.253355
-500.0,1,883.279764
-323.282436,10,883.652555
-472.991951,10,884.124732
-487.556252,10,884.476431
-461.582366,10,884.839476
-497.740934,4,885.087692
-480.61412,4,885.240561
-405.49819,8,885.445626
-500.0,1,885.474538
-493.666264,7,885.64886
-333.769364,10,885.899608
-476.617637,12,886.193228
-493.251977,3,886.367409
-498.167202,3,886.515451
-474.466636,8,886.717316
-496.912081,6,886.883972
-494.722598,2,886.935446
-132.986382,8,887.14458
-412.953635,9,887.364747
-332.147982,10,887.684967
-415.5228,9,888.032851
-479.14389,4,888.148034
-499.548855,2,888.19933
-439.61128,5,888.326197
-499.794079,2,888.399449
-452.995448,14,888.743319
-358.153826,18,889.16168
-443.333957,9,889.39516
-403.971282,7,889.692818
-481.5693,6,890.114315
-432.15541,7,890.390539
-397.448703,10,891.045805
-500.0,1,891.084969
965.46873,6,891.347517
-500.0,1,891.40053
-489.883329,3,891.617479
-500.0,1,891.643122
21.541626,13,892.569113
-488.517394,8,892.793867
-487.90369,5,892.972447
-412.628485,10,893.21085
-446.338003,6,893.360858
-492.963828,3,893.439888
-330.690257,9,893.760269
-460.048372,10,894.017647
-3468.970135,10,894.284547
-485.001443,12,894.562901
-487.961794,7,894.734803
-473.696031,7,894.956937
-415.085402,9,895.171256
-491.179347,4,895.27441
-485.806235,5,895.397601
12669759.224507,9,895.699347
-453.510109,9,895.932341
-497.591457,5,896.087697
-314.168196,7,896.424507
-496.76833,3,896.527922
-446.674368,9,896.73781
-471.764484,4,896.842232
-443.526946,7,897.010466
-265.715476,12,897.331332
-487.614116,3,897.45315
-498.131177,5,897.686107
-496.27579,3,897.76022
-494.205237,6,897.972759
-492.020427,7,898.315824
-498.017503,3,898.389994
-494.918933,6,898.585784
-491.311541,4,898.686649
-401.294017,6,898.897813
-361.504492,11,899.214534
-467.685056,9,899.483847
-421.813077,8,900.033162
-462.354676,7,900.237652
-500.0,1,900.285342
-496.614446,5,900.426505
-448.505572,9,900.746159
-400.599236,7,901.105428
-499.044797,3,901.304435
-297.556343,14,901.870663
-393.160733,9,903.348599
-482.5195,4,903.466565
-472.314564,9,903.912713
-481.880669,7,904.111083
-490.120992,5,904.281916
-454.262802,11,904.726054
-485.463043,5,905.651811
-476.880915,8,907.328471
-489.874171,3,907.419837
-494.688966,4,907.534015
-415.545966,7,907.725306
-479.574236,7,907.897671
-463.336127,6,908.044869
-494.845723,5,908.209176
-461.324373,9,908.428544
-435.021265,6,908.577314
-479.331088,15,908.970307
-25.156634,11,909.238647
-492.273057,7,909.4396
-418.65688,5,909.566512
-484.443637,3,909.644375
-488.528051,5,909.768658
-310.936643,9,909.994564
-458.439947,5,910.118662
-488.701619,10,910.359956
-450.220574,10,910.625396
-500.0,1,910.664048
-499.004207,2,910.739031
-396.252597,7,911.214969
-467.531449,9,911.482055
-484.611877,4,911.62187
-482.848497,6,911.817536
-491.230097,8,912.015178
-499.688814,2,912.068017
-491.623815,6,912.220828
-464.46174,6,912.406223
-499.817544,2,912.492378
-488.774568,9,912.776678
-500.0,1,912.802849
-410.045837,9,913.076685
297.675745,8,913.272362
-488.462802,8,913.466661
-455.40873,8,913.706358
-497.239496,5,913.833501
-483.254098,5,914.029427
-498.099182,2,914.081234
-465.122911,5,914.267657
-421.176726,10,914.535266
-495.879497,5,914.684653
-447.680136,9,914.916795
-473.913198,12,915.199641
-483.028387,6,915.352248
77850.371014,12,915.660546
-456.768211,9,915.881122
-385.941513,4,915.983186
-444.191689,5,916.109596
-466.064112,6,916.27673
-487.689605,4,916.386456
-358.426901,7,916.565182
-497.520685,3,916.644801
-491.883808,6,916.809356
-500.0,1,916.835505
-485.098153,3,916.913585
-477.917028,8,917.112858
-493.545246,8,917.309227
-499.173211,2,917.361516
-491.27901,7,917.559174
-451.103384,6,917.713617
-465.996628,7,917.892218
-487.755674,9,918.114583
-492.019565,6,918.297075
-497.919457,2,918.349016
-498.874904,3,918.428485
-493.894643,9,918.654628
-422.260097,10,918.919053
-476.94819,9,919.152127
-455.26863,10,919.408418
-497.363427,3,919.512693
-419.475879,7,919.748337
-352.480209,8,919.958823
-287.652206,11,920.237557
-490.680188,5,920.365773
-413.284427,16,920.729817
-475.38222,5,920.876876
-443.124546,7,921.05136
-380.370811,6,921.201208
-487.956678,6,921.352245
-7302.622984,13,921.659122
-498.1885,3,921.743961
-461.747531,6,921.89294
-489.360386,10,922.138365
-494.35442,6,922.292629
-478.348128,5,922.417589
661.543081,10,922.664842
-435.168752,5,922.79324
-386.873925,9,923.024099
-495.751143,7,923.195915
-497.019194,5,923.322173
-482.976521,7,923.543985
-485.027981,6,923.706228
-479.506691,7,923.881104
-444.70435,7,924.060714
-466.360518,8,924.291831
-411.691502,6,924.442907
-498.999054,2,924.497445
-487.415471,7,924.68173
-388.145746,12,925.018905
-430.484336,6,925.166193
-375.27201,11,925.425702
-499.232764,2,925.481221
-474.909426,5,925.607033
-498.874058,2,925.658489
-495.444764,6,925.806631
-499.182627,2,925.858809
-435.417,9,926.076505
-382.183799,15,926.451067
-404.383097,17,926.858171
-430.993336,8,927.051628
-498.987057,3,927.128101
-449.368158,6,927.276439
-483.731762,9,927.542285
-201.768279,10,927.781302
-261.3833,11,928.058262
-494.663657,7,928.230845
-426.633734,8,928.424028
-454.312884,9,928.665828
-500.0,1,928.706216
-352.020072,8,928.901199
-472.200426,6,929.049292
-484.75864,9,929.29616
-499.06166,2,929.348186
-500.0,1,929.374175
-491.594896,8,929.566365
-420.547756,7,929.73818
-500.0,1,929.764105
-496.524831,6,929.919349
-495.363292,3,929.998722
-308.256606,8,930.191801
-484.697987,6,930.33903
-498.391371,4,930.438907
-494.248699,6,930.586843
-492.132136,5,930.746879
-265.271635,9,930.961998
-488.813072,6,931.109527
-464.227586,6,931.29327
-497.0403,4,931.393632
-467.983131,6,931.54152
-481.389295,8,931.735116
-500.0,1,931.761226
-394.898732,10,932.004541
-458.640334,6,932.161814
-497.015572,2,932.213402
-486.61724,5,932.34107
-496.024683,2,932.393269
-260.06914,17,932.797396
-242.452389,6,932.946622
-492.456853,4,933.049191
-2292.874088,5,933.216312
-174.883341,10,933.454468
-492.345964,8,933.648381
-495.835995,3,933.73798
-447.542544,11,934.001837
340.745973,9,934.218677
-496.904355,3,934.295051
-433.331216,8,934.498042
-464.413652,9,934.715878
-479.481554,4,934.819771
-465.950468,4,934.920246
-488.716518,7,935.143237
-414.246904,4,935.244354
-461.806139,6,935.394424
-445.015234,5,935.522713
-492.655693,8,935.799738
1555.149744,8,935.996024
-498.106628,2,936.047259
-451.37021,10,936.335169
-500.0,1,936.360994
-280.995987,14,936.681088
-460.98723,6,936.849482
-476.990438,4,936.951939
-497.440676,3,937.02818
-293.550281,8,937.238612
-485.259851,6,937.391741
-483.831657,5,937.516605
-485.637291,9,937.755832
-385.8518,6,937.90377
-500.0,1,937.930053
-440.756198,5,938.053701
180.635418,16,938.433891
-403.494502,9,938.651123
-492.691166,3,938.728081
-475.428367,4,938.862845
-478.704178,10,939.106181
-430.440474,6,939.261453
-201.025482,7,939.442159
-498.764529,2,939.493731
-477.32968,4,939.604382
-446.336193,7,939.776691
-489.043633,6,939.925968
-500.0,1,939.953511
-498.519585,2,940.005941
-491.793411,6,940.181744
-375.002784,8,940.380386
-468.018937,6,940.53674
-391.286664,10,940.783341
-500.0,1,940.816811
-499.234238,3,940.926269
-480.47571,3,941.004885
-438.012914,11,941.266414
-467.149835,6,941.423266
-485.283322,4,941.559633
-500.0,1,941.585413
-495.122436,6,941.736736
-459.555695,7,941.960589
-489.972317,5,942.147374
-255.305751,11,942.853949
-441.657576,7,943.064216
-456.122068,6,943.232962
-495.335786,6,943.392475
-498.02868,5,943.529835
-388.515363,11,943.799797
-499.660905,2,943.853297
-449.109567,6,944.028877
-459.050187,9,944.27892
-468.427018,8,944.483401
-496.871854,2,944.539076
-353.071641,14,944.903967
-489.660877,9,945.137447
-457.953886,5,945.264991
-496.595453,3,945.373173
-497.328359,6,945.526968
13926.820618,9,945.754552
-494.052028,2,945.80676
-335.248954,7,946.047925
-394.454019,10,946.319017
-370.571979,10,946.621407
-499.209273,2,946.698568
-394.814373,10,946.956259
-481.856237,9,947.200767
-427.376214,9,947.477992
-489.319455,3,947.557917
-483.5134,4,947.663009
-498.734782,3,947.740098
-487.162601,5,947.886053
-492.438803,2,947.964526
-481.559868,8,948.180276
-391.843876,6,948.367476
-481.563201,7,948.619469
-475.93966,6,948.773651
-499.220659,2,948.824972
-358.761996,6,948.998764
-450.632888,9,949.377288
-444.935865,9,949.766942
-480.738889,4,950.271682
-424.789771,8,950.47117
-481.712555,11,950.916071
-494.143129,5,951.042386
-499.796188,2,951.150392
-493.34458,8,951.48325
-485.519955,11,952.478556
-491.222404,6,952.857353
-394.214411,4,953.258785
-469.406431,12,953.900718
-483.450061,7,954.242177
-493.978706,3,954.340342
-471.669207,7,954.51595
-473.936636,7,954.693402
-500.0,1,954.719495
-489.074836,9,955.11253
-463.977853,10,956.497157
-441.38352,11,957.703268
-500.0,1,957.744619
-437.773347,9,958.431463
-486.831018,2,958.526927
-487.328353,6,958.768897
-448.281678,3,958.887264
-271.689774,7,960.383464
-366.320703,11,963.425611
-89.197994,14,965.817392
-498.705843,3,966.506201
-316.855996,8,967.951416
-496.859318,4,968.55399
32.767407,7,969.811033
-471.231883,8,970.307518
-387.277788,7,970.516544
-485.51297,8,970.715578
-495.809667,4,971.147732
-486.036634,12,971.677661
-51.492567,13,972.240354
-161.345348,11,972.512469
-500.0,1,972.53842
-485.224742,5,972.687425
-480.468707,6,972.886169
-497.266352,2,973.083712
-311.913712,9,974.08258
-487.526433,12,977.553709
-453.680966,13,980.78376
-499.288487,2,980.971542
-491.63457,8,981.501982
-473.735415,2,981.553332
-390.698855,8,981.764926
468.984579,8,982.186612
-481.92927,7,982.438252
-354.661773,8,982.64317
-470.531924,4,982.793482
-472.573704,7,982.982495
-436.286037,11,983.247494
-494.24183,3,983.480395
-461.98013,9,983.838079
-491.804945,8,985.512749
-495.776871,4,986.597252
-310.977662,13,990.1761
-495.821393,6,991.881832
-395.824316,7,992.371588
-496.264743,4,992.623441
543.022462,19,993.396658
-480.98108,8,993.760338
-496.947365,5,993.883657
-438.483763,7,994.27504
-470.321603,11,994.888356
-482.400683,5,996.343438
-498.197156,2,996.421338
-483.411396,13,996.884807
-499.314974,3,997.005385
-18.910664,9,997.32
-477.241213,5,997.508836
-128.746344,15,998.025407
-489.285443,3,998.137911
-406.151078,8,998.453239
-497.384355,5,998.65764
-480.982731,4,998.826011
-494.203251,6,999.071044
-498.835215,3,999.182247
-495.124382,6,999.406584
-480.732416,12,1000.799174
-440.036352,7,1001.838812
-673.661756,4,1002.368857
-470.947777,6,1003.226658
-497.090831,2,1003.583136
-401.265233,12,1005.301923
-410.256584,5,1005.490792
-493.31635,3,1005.629198
-481.321086,13,1006.380919
-427.803848,9,1006.773462
-484.169051,8,1007.28554
-169.09162,14,1007.98211
-282.315272,14,1008.670403
-496.661861,6,1008.887707
-342.415337,11,1009.396184
-465.958988,9,1009.71597
63479.654886,9,1010.035694
-499.372392,2,1010.124246
-485.168611,5,1010.328778
-491.105698,8,1010.613081
-494.606808,4,1010.761621
-483.965098,12,1011.169619
-230.637711,10,1011.535661
-483.964344,6,1011.953723
-439.801965,11,1012.70308
-500.0,1,1012.729742
-408.775385,8,1012.94914
628.56634,9,1014.006488
-494.816354,6,1015.003004
-89.797017,10,1015.344396
-490.949881,7,1015.518886
244371.710304,8,1015.776331
-281.748801,6,1016.096803
-350.789051,11,1016.554722
-473.999015,6,1016.847895
-479.681921,7,1017.234719
-391.745454,14,1017.684849
-490.740642,5,1017.975616
-360.723684,12,1018.821753
-464.986676,5,1018.952995
-484.860633,3,1019.115281
-499.588543,2,1019.25035
-427.274547,6,1019.455115
-499.198155,3,1019.540837
-467.742568,5,1020.201498
-448.471043,6,1021.295002
-499.197113,3,1021.369873
-477.930664,8,1022.22252
-17294.080773,7,1023.342538
-485.158785,3,1023.418853
87346.335578,6,1023.641442
-96.357337,10,1024.10069
-335.775142,8,1024.29507
-500.0,1,1024.321138
-473.193741,5,1024.453533
-495.777091,4,1024.55565
-249.648929,9,1024.778343
29.691452,13,1025.104347
-470.703691,8,1025.40768
-493.832057,5,1025.532511
-393.518418,6,1025.68041
-180.764454,13,1026.019911
-492.289311,5,1026.145758
-491.021296,3,1026.223318
-407.948897,6,1026.370924
-493.392349,4,1026.477724
-285.622657,6,1026.673433
-486.742643,7,1026.854238
-493.090304,6,1027.003795
-418.293357,6,1027.259406
-498.545209,3,1027.335546
-348.929419,6,1027.523199
-494.341741,3,1027.652749
-426.408836,6,1027.836599
-428.93031,5,1028.031567
-493.192234,6,1028.207565
-448.827924,11,1030.150225
-442.753969,5,1031.090256
-483.694543,9,1031.610837
-168.448168,9,1032.178544
-443.934319,6,1032.349039
-490.545898,9,1032.659779
-497.270589,5,1032.7849
-403.273257,7,1033.064585
-496.597687,2,1033.148498
-494.556195,4,1033.289012
-443.699401,6,1033.478081
-475.851848,7,1033.682808
-485.359359,9,1034.040888
-491.560178,7,1034.216486
-497.583483,2,1034.26794
-412.440715,7,1034.44016
-358.999676,13,1035.001686
-368.149089,8,1036.662846
-493.77614,8,1037.314183
-459.510727,8,1037.672233
-480.767196,5,1037.964995
-132.693355,12,1038.523496
-493.01027,6,1038.757598
-474.096075,17,1039.354441
-490.693093,4,1039.501991
-151.33676,11,1039.896881
-308.642533,9,1040.220101
-491.904033,6,1040.439617
-499.74921,2,1040.518069
-500.0,1,1040.556189
-493.989118,3,1040.674708
-405.542567,11,1041.058721
-479.985157,10,1041.412528
-474.58034,11,1041.82616
-499.783884,2,1041.901381
-476.701327,9,1042.218229
-445.090072,11,1042.640567
-499.638462,2,1042.722046
-485.904678,10,1043.150874
-496.826358,3,1043.298574
-461.516544,10,1044.093736
-364.601891,7,1045.303505
-464.210049,8,1046.850336
-491.949425,5,1047.715132
-452.633706,6,1048.244294
-490.783932,5,1048.852813
-438.209727,8,1049.074378
-499.583819,2,1049.264034
-493.489895,5,1049.411348
-486.25399,9,1049.668141
-490.933969,8,1050.003308
-477.61632,5,1050.187868
-245.791116,12,1050.553495
-484.814533,9,1050.898084
-471.540079,7,1051.170778
-467.387245,5,1051.30338
-500.0,1,1051.329722
-500.0,1,1051.357
-447.445109,12,1051.656442
82.717518,9,1051.933806
-448.08,7,1052.115508
-459.981265,7,1052.291577
-491.403009,5,1052.444937
-472.82374,10,1052.717251
-487.956721,5,1052.905048
-482.269031,6,1053.174637
-471.964965,10,1053.41843
-94.502456,14,1053.80245
-499.530802,2,1053.852043
-499.36288,2,1053.91321
-355.405002,10,1054.146847
-491.034223,6,1054.311365
-459.611736,6,1054.541224
-495.734829,6,1054.822921
-493.923798,6,1054.997058
-405.739032,10,1055.480023
-496.405665,2,1055.670556
-449.49285,15,1056.33844
-487.123968,9,1056.643335
-487.882839,9,1057.28683
-295.504284,6,1057.653727
-465.889933,6,1058.000365
-495.656154,7,1058.293643
-252.284409,12,1058.614492
-290.787933,11,1058.93839
-353.931408,6,1059.097902
-431.43077,15,1059.602741
-461.54996,4,1059.722766
-498.654017,2,1059.776266
-392.13996,10,1060.096876
-476.734764,6,1060.255631
-465.883522,5,1060.395369
-498.330985,2,1060.461611
-305.529853,10,1060.686972
-498.913016,4,1060.748743
-460.633313,8,1060.886178
-300.644818,8,1061.094064
-481.297031,8,1061.333712
-468.39366,6,1061.493594
-478.881513,7,1061.685592
-496.184386,3,1061.902056
-480.361842,9,1062.270668
-493.232966,4,1062.603091
-358.378401,6,1063.168493
-242.799804,13,1063.608678
-450.02975,11,1064.745954
-493.712709,7,1065.055992
-488.580631,6,1065.331714
-459.242602,6,1065.560153
-318.902797,5,1065.713372
-499.407719,2,1065.766972
-479.26547,7,1065.949113
-469.995175,5,1066.08047
-169.039051,9,1066.327749
